ID,brand,name,category,description,ingredients,price_rsd,shade
7094,Dior,Creamy Makeup Remover,makeup remover,Creamy Makeup Remover by Dior — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, fragrance (parfum), talc, caprylic/capric triglyceride, dimethicone, phenoxyethanol",4350,
7095,Hermès Beauty,Weightless Makeup Remover - Alternative 1127,makeup remover,Weightless Makeup Remover by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, caprylic/capric triglyceride, glycerin, mica",18927,
7096,Estée Lauder,Pure Makeup Remover,makeup remover,Pure Makeup Remover by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, caprylic/capric triglyceride, cyclopentasiloxane, octyldodecanol, phenoxyethanol, dimethicone, hyaluronic acid, cetearyl alcohol, glycerin",37180,
7097,Shiseido,Satin Makeup Remover,makeup remover,Satin Makeup Remover by Shiseido — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, silica, fragrance (parfum), talc, hyaluronic acid",19547,
7098,Pat McGrath,Velvety Makeup Remover - No. 39,makeup remover,Velvety Makeup Remover - No. 39 by Pat McGrath — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, cyclopentasiloxane, squalane, kaempferia extract, butyrospermum parkii (shea) butter",14104,
7099,Lancôme,Radiant Makeup Remover,makeup remover,Radiant Makeup Remover by Lancôme — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, butyrospermum parkii (shea) butter, phenoxyethanol, caprylic/capric triglyceride",21591,
7100,Tom Ford,Matte Makeup Remover,makeup remover,Matte Makeup Remover by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, cyclopentasiloxane, caprylic/capric triglyceride, glycerin",12310,
7101,La Mer,Satin Makeup Remover,makeup remover,Satin Makeup Remover by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, ethylhexylglycerin, caprylic/capric triglyceride, squalane, mica",19897,
7102,Chanel,Ultra Makeup Remover,makeup remover,Ultra Makeup Remover by Chanel — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, squalane, cetearyl alcohol, silica, kaolin, phenoxyethanol, caprylic/capric triglyceride, hyaluronic acid",24222,
7103,Clé de Peau,Matte Makeup Remover - Alternative 1128,makeup remover,Matte Makeup Remover by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), cetearyl alcohol, hyaluronic acid, caprylic/capric triglyceride, kaolin, titanium dioxide, butyrospermum parkii (shea) butter, cyclopentasiloxane, glycerin, mica",4536,
7104,Givenchy,Pure Makeup Remover - Exclusive,makeup remover,Pure Makeup Remover - Exclusive by Givenchy — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, talc, squalane, mica, ethylhexylglycerin, dimethicone",4305,
7105,Dolce & Gabbana,Luminous Makeup Remover - No. 60,makeup remover,Luminous Makeup Remover - No. 60 by Dolce & Gabbana — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, caprylic/capric triglyceride, cyclopentasiloxane, fragrance (parfum), kaolin",32591,
7106,La Mer,Supreme Makeup Remover - Collection,makeup remover,Supreme Makeup Remover - Collection by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, iron oxides, phenoxyethanol, ethylhexylglycerin, kaolin, cetearyl alcohol, mica, dimethicone",7293,
7107,Dior,Hydra Makeup Remover,makeup remover,Hydra Makeup Remover by Dior — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, kaolin, aloe barbadensis leaf juice, caprylic/capric triglyceride, ethylhexylglycerin, fragrance (parfum), titanium dioxide, iron oxides, camellia sinensis leaf extract",13153,
7108,Hermès Beauty,Velvet Makeup Remover,makeup remover,Velvet Makeup Remover by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, glycerin, titanium dioxide, talc, caprylic/capric triglyceride",45799,
7109,Dolce & Gabbana,Glow Makeup Remover - No. 53,makeup remover,Glow Makeup Remover - No. 53 by Dolce & Gabbana — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, butyrospermum parkii (shea) butter, silica, dimethicone, octyldodecanol, fragrance (parfum), ethylhexylglycerin, kaempferia extract",5747,
7110,Guerlain,Silk Makeup Remover - Signature,makeup remover,Silk Makeup Remover - Signature by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, fragrance (parfum), silica, squalane, hyaluronic acid, octyldodecanol, caprylic/capric triglyceride",49238,
7111,Laura Mercier,Velvet Makeup Remover,makeup remover,Velvet Makeup Remover by Laura Mercier — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, octyldodecanol, glycerin, kaolin, dimethicone, talc, caprylic/capric triglyceride, cyclopentasiloxane, titanium dioxide",21650,
7112,Lancôme,Radiant Makeup Remover - Signature,makeup remover,Radiant Makeup Remover - Signature by Lancôme — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, kaempferia extract, fragrance (parfum), kaolin, ethylhexylglycerin, iron oxides, phenoxyethanol, cetearyl alcohol, octyldodecanol",27265,
7113,Laura Mercier,Ultra Makeup Remover - No. 12,makeup remover,Ultra Makeup Remover - No. 12 by Laura Mercier — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, ethylhexylglycerin, titanium dioxide, fragrance (parfum), silica, dimethicone, cetearyl alcohol, aloe barbadensis leaf juice",43866,
7114,Bobbi Brown,Ultra Makeup Remover - Edition,makeup remover,Ultra Makeup Remover - Edition by Bobbi Brown — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, silica, cyclopentasiloxane, mica, kaempferia extract, ethylhexylglycerin",6078,
7115,Hourglass,Ultra Makeup Remover - Alternative 1129,makeup remover,Ultra Makeup Remover by Hourglass — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, butyrospermum parkii (shea) butter, aloe barbadensis leaf juice, phenoxyethanol, glycerin, hyaluronic acid, mica, iron oxides",6636,
7116,Bobbi Brown,Infused Makeup Remover - Alternative 1130,makeup remover,Infused Makeup Remover by Bobbi Brown — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, mica, phenoxyethanol, iron oxides, glycerin, camellia sinensis leaf extract",4462,
7117,Shiseido,Radiant Makeup Remover,makeup remover,Radiant Makeup Remover by Shiseido — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, talc, cyclopentasiloxane, cetearyl alcohol, mica, fragrance (parfum), dimethicone, kaolin, silica",11559,
7118,Sisley Paris,Infused Makeup Remover - Collection,makeup remover,Infused Makeup Remover - Collection by Sisley Paris — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, phenoxyethanol, hyaluronic acid, silica, dimethicone, ethylhexylglycerin, camellia sinensis leaf extract",14050,
7119,Guerlain,Glow Makeup Remover - Collection,makeup remover,Glow Makeup Remover - Collection by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, phenoxyethanol, fragrance (parfum), cetearyl alcohol, kaempferia extract, iron oxides, mica, caprylic/capric triglyceride, octyldodecanol",32103,
7120,Givenchy,Silk Makeup Remover - Exclusive - Alternative 1131,makeup remover,Silk Makeup Remover - Exclusive by Givenchy — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, ethylhexylglycerin, kaolin, caprylic/capric triglyceride, cetearyl alcohol, iron oxides",5377,
7121,NARS,Supreme Makeup Remover - Signature,makeup remover,Supreme Makeup Remover - Signature by NARS — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, dimethicone, titanium dioxide, silica, ethylhexylglycerin, iron oxides, talc, cyclopentasiloxane, octyldodecanol, caprylic/capric triglyceride",35285,
7122,Guerlain,Infused Makeup Remover,makeup remover,Infused Makeup Remover by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, fragrance (parfum), butyrospermum parkii (shea) butter, ethylhexylglycerin, talc",4420,
7123,Hermès Beauty,Luminous Makeup Remover - Exclusive,makeup remover,Luminous Makeup Remover - Exclusive by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, aloe barbadensis leaf juice, caprylic/capric triglyceride, iron oxides, octyldodecanol, mica, squalane, butyrospermum parkii (shea) butter, cetearyl alcohol",8651,
7124,La Mer,Velvet Makeup Remover,makeup remover,Velvet Makeup Remover by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, iron oxides, fragrance (parfum), ethylhexylglycerin, talc, caprylic/capric triglyceride, octyldodecanol, squalane, mica",9606,
7125,Laura Mercier,Sheer Makeup Remover - Edition - Alternative 1132,makeup remover,Sheer Makeup Remover - Edition by Laura Mercier — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, cetearyl alcohol, glycerin, squalane, talc, kaempferia extract, butyrospermum parkii (shea) butter, phenoxyethanol",14499,
7126,Valentino Beauty,Longwear Makeup Remover - Exclusive - Alternative 1133,makeup remover,Longwear Makeup Remover - Exclusive by Valentino Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, cetearyl alcohol, camellia sinensis leaf extract, iron oxides, mica, caprylic/capric triglyceride, talc",18435,
7127,Dolce & Gabbana,Perfect Makeup Remover,makeup remover,Perfect Makeup Remover by Dolce & Gabbana — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, squalane, ethylhexylglycerin, cyclopentasiloxane, cetearyl alcohol, iron oxides, talc, octyldodecanol, silica, phenoxyethanol",21093,
7128,Laura Mercier,Weightless Makeup Remover - Collection,makeup remover,Weightless Makeup Remover - Collection by Laura Mercier — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), talc, phenoxyethanol, caprylic/capric triglyceride, kaempferia extract, dimethicone, mica, butyrospermum parkii (shea) butter, camellia sinensis leaf extract, cetearyl alcohol",5557,
7129,Dolce & Gabbana,Glow Makeup Remover - Alternative 1134,makeup remover,Glow Makeup Remover by Dolce & Gabbana — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, silica, fragrance (parfum), octyldodecanol, cetearyl alcohol, squalane, aloe barbadensis leaf juice, ethylhexylglycerin, camellia sinensis leaf extract",10199,
